alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's start with a reasonable offer, Bob. I take 60 and you take 40.",Alice,1,
,,,Bob,1,reject
40.0,60.0,Your turn Alice. Let's see if we can find something more equitable.,Bob,2,
,,,Alice,2,reject
55.0,45.0,"Okay Bob, let's meet in the middle a bit. I'll take a little less this time.",Alice,3,
,,,Bob,3,reject
45.0,55.0,"I'm willing to compromise, but this needs to be fair for both of us. Time is ticking, Alice!",Bob,4,
,,,Alice,4,reject
52.0,48.0,"Bob, this is a better deal for you than your last offer, let's close this deal and avoid further losses from inflation.",Alice,5,
,,,Bob,5,reject
48.0,52.0,"Alice, this is a good deal considering the inflation. Let's wrap this up and both go home with something!",Bob,6,
,,,Alice,6,accept
