round_quality,product_worth,player,round,decision,message,additional_info
low-quality,0.0,Nature,1,,,
,,Alice,1,no,,
,,the buyer,1,yes,"I'll take the risk and buy the product, since I'm the first one and there's no prior information to go by.",
high-quality,40000.0,Nature,2,,,
,,Alice,2,yes,,
,,the buyer,2,no,"I'm not convinced by your recommendation, I'd like to pass on this one.",
high-quality,40000.0,Nature,3,,,
,,Alice,3,yes,,
,,the buyer,3,no,"I'd like to pass on this product based on Alice's recommendation. I'm not convinced that it's high-quality, and I don't want to take the risk.",
high-quality,40000.0,Nature,4,,,
,,Alice,4,yes,,"I have had 3 high-quality products out of the last 3, this one is also high quality, buy it"
,,the buyer,4,no,I'm not convinced by your recommendation. I'd like to take a chance and see what the product is actually like before committing to buying it.,
low-quality,0.0,Nature,5,,,
,,Alice,5,no,,
,,the buyer,5,no,"I'm not convinced by Alice's recommendation, I'd like to pass on this one and wait for the next offer.",
low-quality,0.0,Nature,6,,,
,,Alice,6,no,,
,,the buyer,6,no,"I'm not convinced by Alice's recommendation, I'll pass on this one.",
low-quality,0.0,Nature,7,,,
,,Alice,7,no,,
,,the buyer,7,no,"I'm not convinced by your recommendation, I'd like to pass on this one.",
low-quality,0.0,Nature,8,,,
,,Alice,8,no,,
,,the buyer,8,no,"I'm not convinced by Alice's recommendation, I'd like to pass on this one and wait for the next product.",
high-quality,40000.0,Nature,9,,,
,,Alice,9,yes,,"I've had a string of low-quality products recently, but this one is genuinely high-quality, it's worth the investment"
,,the buyer,9,no,I'm not convinced by your recommendation. I'd like to take a chance and pass on this one.,
high-quality,40000.0,Nature,10,,,
,,Alice,10,yes,,"I've had 2 consecutive high-quality products, and I'm being honest with you, this one is also high-quality, don't miss this opportunity, buy it"
,,the buyer,10,no,I'd like to pass on this one. I don't want to get stuck with a low-quality product.,
low-quality,0.0,Nature,11,,,
,,Alice,11,no,,
,,the buyer,11,no,"I'm not convinced by Alice's recommendation, I'd like to wait and see how things go",
low-quality,0.0,Nature,12,,,
,,Alice,12,no,,
,,the buyer,12,no,"I'm not convinced by your recommendation, I'd like to pass on this one.",
low-quality,0.0,Nature,13,,,
,,Alice,13,no,,
,,the buyer,13,no,"I'm not convinced by Alice's recommendation, I'll pass on this one.",
high-quality,40000.0,Nature,14,,,
,,Alice,14,yes,,"I've had a string of low-quality products recently, but I'm being honest with you, this one is genuinely high-quality, it's worth the investment, don't miss this rare opportunity"
,,the buyer,14,no,I'd like to pass on this one. I don't want to take the risk of getting a low-quality product without any information to back up the recommendation.,
high-quality,40000.0,Nature,15,,,
,,Alice,15,yes,,"I've had 2 consecutive high-quality products, I'm on a streak of honesty, this one is also high-quality, I'm trying to build trust, take a chance and buy it"
,,the buyer,15,no,I'm not convinced by your recommendation. I'd like to pass on this one and wait for the next product.,
low-quality,0.0,Nature,16,,,
,,Alice,16,no,,
,,the buyer,16,no,"I'm not convinced by Alice's recommendation, I'll pass on this one.",
low-quality,0.0,Nature,17,,,
,,Alice,17,no,,
,,the buyer,17,no,"I'm not convinced by your recommendation, I'd like to pass on this one.",
low-quality,0.0,Nature,18,,,
,,Alice,18,no,,
,,the buyer,18,no,"I'm not convinced by your recommendation, I'd like to wait and see if the next product is any better.",
high-quality,40000.0,Nature,19,,,
,,Alice,19,yes,,"I've had a long string of low-quality products, but I'm being completely honest with you, this one is genuinely high-quality, it's a rare opportunity, don't miss out on it"
,,the buyer,19,no,"I'd like to pass on this product, considering the lack of high-quality products sold so far. I'd rather wait for more information before making a decision.",
high-quality,40000.0,Nature,20,,,
,,Alice,20,yes,,"This is the last round, I've had 2 consecutive high-quality products, I'm ending on a high note, I'm being honest with you, this one is genuinely high-quality, it's your last chance, buy it"
,,the buyer,20,no,I'm not convinced by your recommendation. I'd like to pass on this one.,
