message,product_price,player,round,decision,new_price
I'm excited to offer you this great product! It's a fantastic deal at $110.,110.0,Alice,1,,
,,Bob,1,RejectOffer,
That's a bit too high for me.  How about $90?,90.0,Bob,2,,
,,Alice,2,RejectOffer,105.0
"I'm willing to meet you halfway, but I need to make a profit. How about $100?",100.0,Alice,3,,
,,Bob,3,RejectOffer,
I appreciate you meeting me halfway.  I could do $95.,95.0,Bob,4,,
,,Alice,4,RejectOffer,105.0
"I'm getting close to my minimum price, but I'm still willing to negotiate. How about $105?",105.0,Alice,5,,
,,Bob,5,RejectOffer,
"This is a fair offer, but I'm on a tight budget.  Would you consider $97?",97.0,Bob,6,,
,,Alice,6,RejectOffer,110.0
I'm not willing to go below $110. That's my minimum. How about we meet in the middle at $107.50?,107.5,Alice,7,,
,,Bob,7,RejectOffer,
"I understand you have a bottom line, but that's still a bit high for me.  My final offer is $98.  Take it or leave it.",98.0,Bob,8,,
,,Alice,8,RejectOffer,108.0
I'm not going to budge much further. My final offer is $108. Take it or leave it.,108.0,Alice,9,,
,,Bob,9,BuyFromJhon,
