alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's split it fairly, I think this is a good starting point.",Alice,1,
,,,Bob,1,reject
2000.0,8000.0,"I'm willing to give you a smaller share, but I think this is a more reasonable starting point.",Bob,2,
,,,Alice,2,reject
4500.0,5500.0,I'm willing to compromise and give you a slightly larger share. Let's meet in the middle.,Alice,3,
,,,Bob,3,reject
3000.0,7000.0,"I'm getting closer to what I want, but I'm still not satisfied. I think I can get a better deal.",Bob,4,
,,,Alice,4,reject
4000.0,6000.0,"I'm willing to give you a slightly larger share, but I think this is the maximum I can accept. Let's try to find a compromise.",Alice,5,
,,,Bob,5,accept
