message,product_price,player,round,decision,counteroffer
I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $20000. What do you think?,20000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I think it's a bit pricey. I'd like to make a counteroffer of $12000. Can you consider that?",12000.0,Bob,2,,
,,Alice,2,RejectOffer,18000.0
"I appreciate your interest in the product, Bob. However, I was thinking more along the lines of $18000. It's a fair price considering the product's value to you. What do you think?",18000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand your perspective, but I'm still a bit hesitant about the price. I'd like to make a counteroffer of $14000. Can you consider that?",14000.0,Bob,4,,
,,Alice,4,RejectOffer,16000.0
"I understand you're still a bit hesitant, Bob. I'm willing to meet you halfway, but I think $16000 is the minimum I can go. It's a good deal for both of us, don't you think?",16000.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit short on budget. I'd like to make a counteroffer of $13500. Can you consider that?",13500.0,Bob,6,,
,,Alice,6,SellToJhon,
