message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you a great deal on this fantastic product. I think you'll really love it!",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Alice, thanks for the offer, but $120 is a bit too high for my budget.  Would you consider a lower price?",60.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"I understand you're looking for a good deal, Bob. I can do a bit better than $60, but I need to make a profit. How about we meet in the middle at $85?",85.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you moving closer to my budget, Alice.  How about we settle at $75?",75.0,Bob,4,,
,,Alice,4,RejectOffer,80.0
"I can do $80, Bob. I'm getting close to my minimum price, but I think you'll really like this product. It's a great deal for you at this price!",80.0,Alice,5,,
,,Bob,5,AcceptOffer,
