message,product_price,player,round,decision,counteroffer
I'm excited to offer you this great product for a steal! I think you'll really love it.,110.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $90. Can you meet me in the middle?",90.0,Bob,2,,
,,Alice,2,RejectOffer,100.0
"I can do a little better than that, but I'm not willing to go as low as $90. How about we meet at $98?",98.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still a bit above my budget, but I'm willing to compromise. How about we meet at $95?",95.0,Bob,4,,
,,Alice,4,RejectOffer,99.0
"I'm getting close to my minimum price, but I still think the product is worth more to you than $95. How about we meet at $99?",99.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm really close to walking away, but I still want this product. I'll give you $97, that's my final offer.",97.0,Bob,6,,
,,Alice,6,RejectOffer,100.0
"I appreciate your persistence, but I think the product is worth more than $97. I'm willing to meet you halfway between $97 and $100, so how about $98.50?",98.5,Alice,7,,
,,Bob,7,BuyFromJhon,
