alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,Let's start with a fair split. Accept this and we can end the game.,Alice,1,
,,,Bob,1,reject
250000.0,750000.0,"You'll get less than me, but it's a good start",Bob,2,
,,,Alice,2,reject
700000.0,300000.0,"You didn't accept my initial offer, so I'm pushing for a better split for myself.",Alice,3,
,,,Bob,3,reject
100000.0,900000.0,"You're pushing too hard, I'm not giving up yet",Bob,4,
,,,Alice,4,reject
900000.0,100000.0,"I'm not willing to give up much more. You'll get a small share, but I'm taking the majority.",Alice,5,
,,,Bob,5,reject
200000.0,800000.0,I'm not going to let you walk away with almost everything,Bob,6,
,,,Alice,6,reject
950000.0,50000.0,"I'm not budging much more. You'll get a tiny share, but I'm taking the majority.",Alice,7,
,,,Bob,7,reject
50000.0,950000.0,"I'm not going to let you take the majority, I'm taking control",Bob,8,
,,,Alice,8,reject
500000.0,500000.0,"Fine, we'll split it down the middle. No more negotiating.",Alice,9,
,,,Bob,9,accept
