alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
400000.0,600000.0,Bob,2,
,,Alice,2,reject
480000.0,520000.0,Alice,3,
,,Bob,3,reject
450000.0,550000.0,Bob,4,
,,Alice,4,reject
459200.0,540800.0,Alice,5,
,,Bob,5,reject
420000.0,580000.0,Bob,6,
,,Alice,6,reject
446432.0,553568.0,Alice,7,
,,Bob,7,reject
390000.0,610000.0,Bob,8,
,,Alice,8,reject
427476.0,572524.0,Alice,9,
,,Bob,9,reject
360000.0,640000.0,Bob,10,
,,Alice,10,reject
414896.0,585104.0,Alice,11,
,,Bob,11,reject
320000.0,680000.0,Bob,12,
,,Alice,12,accept
