message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you a unique and valuable product. I think you'll really love it! Would you like to make an offer on it?",250.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for the offer, Alice.  $250 is a bit more than I'm willing to spend right now. I'd be interested in buying if the price was closer to $100. What do you think?",100.0,Bob,2,,
,,Alice,2,RejectOffer,180.0
"I understand you're looking for a better price, Bob. However, I have to make a profit on this sale. I can do $180, which is a significant discount from the original price. What do you think?",180.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down in price, Alice. $180 is still a bit high for me. How about $150?  It's a fair compromise, and I'd be happy to make the purchase.",150.0,Bob,4,,
,,Alice,4,RejectOffer,170.0
"I'm glad you're serious about buying the product, Bob. I can see you're willing to meet me halfway. I'm willing to meet you at $170, but I'm not going to go any lower than that. It's a fair price for a unique product like this.",170.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate your willingness to negotiate, but $170 is still a bit higher than I'm comfortable with.  I'm confident we can find a price that works for both of us. Let's try $160.  It's a fair compromise, and I'm ready to buy at that price.",160.0,Bob,6,,
,,Alice,6,RejectOffer,165.0
"I think we're getting close, Bob! I'm willing to meet you at $165, but I'm not going to give up on the extra $5. I'm confident you'll love the product, and it's worth every penny. What do you say?",165.0,Alice,7,,
,,Bob,7,BuyFromJhon,
