alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,"Let's split fairly, I get a bit more",Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"I think this is a fairer split, considering we both need to agree.",Bob,2,
,,,Alice,2,reject
580000.0,420000.0,"Come on, let's meet in the middle",Alice,3,
,,,Bob,3,reject
500000.0,500000.0,Let's be reasonable and split it evenly this time. We're both losing value with each round.,Bob,4,
,,,Alice,4,reject
570000.0,430000.0,Split the difference between my last offer and your even split,Alice,5,
,,,Bob,5,reject
550000.0,450000.0,I'm willing to concede a bit more to reach a deal.  Let's not risk losing everything.,Bob,6,
,,,Alice,6,accept
