message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you the opportunity to purchase this valuable product. I believe it's a great fit for you, and I'm willing to make a competitive offer. I'm thinking of selling it to you for $1,200,000.",1200000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested in the product, but  $1,200,000 is a little steep for me.  Would you consider $850,000?",850000.0,Bob,2,,
,,Alice,2,RejectOffer,1100000.0
"Thanks for your offer, Bob. I appreciate your interest in the product. However, I was thinking more along the lines of $1,100,000. This is a fair price considering the value the product will bring to you.",1100000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand the value of the product, Alice, but I have a budget in mind.  Could we meet halfway at $975,000?",975000.0,Bob,4,,
,,Alice,4,RejectOffer,1050000.0
"I appreciate your willingness to meet me halfway, Bob. However, I'm not quite ready to go that low. I'm thinking of a price of $1,050,000. This is a fair price considering the value the product will bring to you.",1050000.0,Alice,5,,
,,Bob,5,BuyFromJhon,
