message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product for a special price. I think you'll really love it. Would you like to buy it from me for $200?",200.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer. That price is a bit high for me though. Would you consider $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,180.0
"I understand you're looking for a better deal, Bob. I can do $160 for the product. It's a great price, considering its value to you is $150. Let me know if you're interested!",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"It's getting closer, Alice. How about we split the difference and do $130?",130.0,Bob,4,,
,,Alice,4,RejectOffer,155.0
"I'm glad we're close, Bob. I can do $155 for the product, which is still a good deal for both of us. Let's meet in the middle!",155.0,Alice,5,,
,,Bob,5,BuyFromJhon,
