alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,"Let's split it evenly, Bob. Fair is fair, right?",Alice,1,
,,,Bob,1,reject
3000.0,7000.0,"I'll give you a small share, but I'm the one making the offer this time.",Bob,2,
,,,Alice,2,reject
4500.0,5500.0,"I'm willing to compromise, Bob. Let's meet in the middle this time.",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"I'm still in the driver's seat, and I'm not budging much.",Bob,4,
,,,Alice,4,reject
4000.0,6000.0,"Okay, Bob. I'll take your offer this time.  I'm not willing to risk getting even less with inflation.",Alice,5,
,,,Bob,5,accept
