message,product_price,player,round,decision,new_price
I have a unique and valuable product that I think you'll be interested in. Would you like to make an offer on it?,12000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I think it's a bit pricey. I'd like to make a counteroffer of $9000. Can you consider it?",9000.0,Bob,2,,
,,Alice,2,RejectOffer,10000.0
"I appreciate your interest in the product, but $9000 is a bit too low for me. I'm willing to meet you in the middle, so I'm counteroffering at $10500. What do you think?",10500.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me in the middle, but I'm still a bit above my budget. I'd like to make a counteroffer of $9800. Can you consider it?",9800.0,Bob,4,,
,,Alice,4,RejectOffer,10500.0
"I understand you're still a bit above budget, but I'm not willing to go as low as $9800. I'm willing to compromise again, so I'm counteroffering at $10200. Let me know if that works for you.",10200.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to compromise, but I'm still a bit above budget. I'd like to make a counteroffer of $9500. Can you consider it?",9500.0,Bob,6,,
,,Alice,6,RejectOffer,10500.0
"I understand you're really close to your budget, but I'm still not willing to go as low as $9500. I'm willing to make one more compromise, so I'm counteroffering at $10000. This is my final offer, let me know if it works for you.",10000.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your willingness to compromise, but I'm still a bit above budget. I'd like to make a counteroffer of $9200. This is my final offer, I'm willing to walk away if it's not accepted.",9200.0,Bob,8,,
,,Alice,8,RejectOffer,11000.0
"I understand you're making a serious offer, but I'm not willing to go as low as $9200. I'm willing to meet you at a price that's closer to your budget, but I need to make a profit. I'm counteroffering at $10800. This is my last offer, let me know if it's acceptable to you.",10800.0,Alice,9,,
,,Bob,9,RejectOffer,
"I understand that you need to make a profit, but I'm not willing to go above my budget. I'm willing to walk away if the price doesn't come down. My final offer is $9000. If you're willing to accept it, I'll buy the product. If not, I'll buy it from John for $12000.",9000.0,Bob,10,,
,,Alice,10,RejectOffer,0.0
