alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's split it 60/40. I believe this is a fair starting point.,Alice,1,
,,,Bob,1,reject
4500.0,5500.0,Let's try a 55/45 split. I think this is a more equitable division.,Bob,2,
,,,Alice,2,reject
5600.0,4400.0,"I understand you want a larger share, but I need a bit more than that. How about 56/44?",Alice,3,
,,,Bob,3,reject
4750.0,5250.0,"Considering inflation, I'm willing to meet in the middle. 52.5/47.5 seems fair.",Bob,4,
,,,Alice,4,reject
5400.0,4600.0,"We're running out of time, and the money is losing value. 54/46 is my final offer.",Alice,5,
,,,Bob,5,accept
