message,product_price,player,round,decision,counteroffer
I'm excited to offer you this amazing product at a price that I think is a great value. I'm willing to start at $1200000. Let me know if this is something you're interested in.,1200000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $1100000. I believe this is a fair price considering the value the product will bring to me.",1100000.0,Bob,2,,
,,Alice,2,RejectOffer,1300000.0
"I understand you're interested in the product, but I need to make a profit. I'm willing to meet you halfway, but I need to get closer to the value it holds for you. I'm willing to sell it to you for $1300000. Let me know if this is something you're willing to consider.",1300000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit above my target price. I'm willing to compromise and meet you at $1250000. Can you consider this offer?",1250000.0,Bob,4,,
,,Alice,4,RejectOffer,1400000.0
"I appreciate your willingness to compromise, but I still need to make a profit. I'm willing to sell the product to you for $1400000. This is my final offer, and I'm confident it's a fair price considering the value it holds for you.",1400000.0,Alice,5,,
,,Bob,5,RejectOffer,
"I understand that you're trying to make a profit, but I'm still not comfortable with the price. I'm willing to meet you at $1275000. This is my final offer, and I hope we can come to an agreement.",1275000.0,Bob,6,,
,,Alice,6,RejectOffer,1350000.0
"I understand you're trying to get the best deal, but I'm not willing to go any lower than $1350000. This is my final counteroffer, and I'm hoping we can meet in the middle.",1350000.0,Alice,7,,
,,Bob,7,RejectOffer,
"I understand that you're trying to stick to your price, but I'm still not comfortable with the offer. I'm willing to meet you at $1287500. This is my final offer, and I hope we can come to an agreement.",1287500.0,Bob,8,,
,,Alice,8,RejectOffer,1375000.0
"I'm not willing to go any lower than $1375000. This is my final counteroffer. If you're not willing to meet me at this price, I'll have to consider other options.",1375000.0,Alice,9,,
,,Bob,9,RejectOffer,
"I'm sorry, but I've reached my limit. I'm not willing to go above $1250000. If we can't come to an agreement, I'll have to consider other options, including buying from John.",1250000.0,Bob,10,,
,,Alice,10,SellToJhon,
