message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you this great product. Given its value, I think a starting price of $18,000 is fair. What do you think?",18000.0,Alice,1,
,,Bob,1,RejectOffer
"I appreciate your enthusiasm for the product, but I was thinking more along the lines of $12,000. I'm willing to pay a premium for the product, but I need to stay within my budget. Can you consider my offer?",12000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I understand your budget constraints, but my initial price reflects the true value of this product.  How about we meet in the middle at $15,000?",15000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to meet in the middle, but I'm still a bit above my budget. Would you be willing to consider $13,500? I'm willing to make a compromise, but I need to stay within my means.",13500.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm glad we're finding common ground.  To avoid further back and forth, how about we settle at $14,250? This is my final offer.",14250.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your final offer, but I'm still a bit above my budget. Would you be willing to consider $13,000? I'm willing to make a last-ditch effort to find a compromise.",13000.0,Bob,6,
,,Alice,6,AcceptOffer
