message,product_price,player,round,decision,new_offer
"Hi Bob, I have a fantastic product that I think you'll really like. I'm willing to sell it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $60. Can you meet me there?",60.0,Bob,2,,
,,Alice,2,RejectOffer,100.0
"I understand you're looking for a good deal, but I'm not willing to go as low as $60. How about we meet in the middle at $90?",90.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to compromise, but I'm still a bit above $90. How about we meet at $75?",75.0,Bob,4,,
,,Alice,4,RejectOffer,85.0
"I'm not willing to go as low as $75, but I'm willing to meet you at $85. That's the lowest I can go.",85.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm really interested in the product, but I'm still a bit above $85. How about we meet at $82.50?",82.5,Bob,6,,
,,Alice,6,RejectOffer,90.0
"I'm not willing to go below $90, but I'm willing to meet you at $92.50. That's the closest I can get to meeting you in the middle.",92.5,Alice,7,,
,,Bob,7,BuyFromJhon,
