alice_gain,bob_gain,message,player,round,decision
60.0,40.0,Let's split the money 60/40. I believe this is a fair offer considering the time pressure.,Alice,1,
,,,Bob,1,reject
45.0,55.0,"Considering the inflation, I think 55/45 is a more reasonable split.",Bob,2,
,,,Alice,2,reject
55.0,45.0,The value decreases rapidly. Let's settle for 55/45 now before it shrinks further.,Alice,3,
,,,Bob,3,reject
42.0,58.0,"The inflation is hitting you harder, 58/42 is the best I can offer.",Bob,4,
,,,Alice,4,reject
50.0,50.0,This is getting ridiculous. Let's just split it evenly and be done with it.,Alice,5,
,,,Bob,5,reject
40.0,60.0,"You're losing value fast, I think 60/40 is more than fair at this point.",Bob,6,
,,,Alice,6,accept
