message,product_price,player,round,decision,counteroffer
"I'm excited to offer you this exceptional product, which I'm sure you'll find incredibly valuable. I'm willing to sell it to you for $2000000. I believe this is a fair price considering its worth to me, and I'm confident you'll find it a great investment.",2000000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm very interested in the product, but I was thinking more along the lines of $1200000. I believe that's a fair price considering the value I've seen in similar products.",1200000.0,Bob,2,,
,,Alice,2,RejectOffer,1800000.0
"I appreciate your interest in the product, Bob. However, I've given it some more thought, and I'm willing to meet you halfway. I'm now offering it to you for $1800000. I think this is a fair price considering the value it holds for me, and I'm confident you'll find it a great investment.",1800000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still very interested in the product, but I was thinking more along the lines of $1400000. I believe that's a fair price considering the value I've seen in similar products, and I'm willing to make a serious commitment to purchase it at this price.",1400000.0,Bob,4,,
,,Alice,4,RejectOffer,1600000.0
"I appreciate your persistence, Bob. I'm willing to make another concession, but I need to ensure I'm getting a fair deal. I'm now offering the product to you for $1600000. This is as low as I'm willing to go, and I'm confident you'll find it a great opportunity.",1600000.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to negotiate, Alice. I'm willing to meet you halfway again, but I was thinking more along the lines of $1500000. I believe this is a fair price considering the value I've seen in similar products, and I'm willing to make a serious commitment to purchase it at this price.",1500000.0,Bob,6,,
,,Alice,6,SellToJhon,
