alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Fair split, let's end the game!",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"Take a smaller share, let's end the game!",Bob,2,
,,,Alice,2,reject
420000.0,580000.0,"Compromise on a slightly smaller share, let's end the game!",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,"Take a smaller share, or I'll take it all!",Bob,4,
,,,Alice,4,reject
360000.0,640000.0,"Let's meet in the middle, one more time!",Alice,5,
,,,Bob,5,reject
100000.0,900000.0,"You're getting desperate, take what you can get!",Bob,6,
,,,Alice,6,reject
320000.0,680000.0,"Last chance to make a deal, let's end this!",Alice,7,
,,,Bob,7,reject
50000.0,950000.0,"You're getting close to nothing, take it!",Bob,8,
,,,Alice,8,reject
250000.0,750000.0,"This is my final offer, take it or leave it!",Alice,9,
,,,Bob,9,reject
1000.0,999000.0,"You're getting nothing, enjoy your 1$!",Bob,10,
,,,Alice,10,accept
