message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you our premium product. It's worth $120 to me, but I understand its value might be different for you. Considering its quality and benefits, I'd like to offer it to you for $100. Let me know what you think!",100.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice. I appreciate the product, but $100 is a bit more than I'm willing to pay right now. I'm happy to offer $85. Let me know what you think.",85.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your response, Bob. I appreciate your offer, but I need to maintain my minimum price for this product. Considering its value and my costs, I would like to offer it to you for $95. Please let me know if this works for you.",95.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I understand you need to maintain a minimum price, but $95 is still a bit too high for me. I'm willing to go up to $90, which is a fair price considering my budget. Let's see if we can reach an agreement.",90.0,Bob,4,
,,Alice,4,RejectOffer
"I appreciate your willingness to negotiate, Bob. After careful consideration, I am willing to offer the product to you for $92. This allows me to cover my costs while providing a fair price for you. Let me know if this revised offer suits your needs.",92.0,Alice,5,
,,Bob,5,BuyFromJhon
