message,product_price,player,round,decision,new_offer
"Hi Bob, I'm excited to offer you this amazing product! It's a unique and valuable item that I think you'll love. I'm willing to let it go for $150. Would you like to make it yours?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $150 is a bit steep for me. I was thinking more along the lines of $80. Is that something you'd be willing to consider?",80.0,Bob,2,,
,,Alice,2,RejectOffer,120.0
"I understand you're looking for a good deal, Bob! However, I have to make a living, and $80 is a bit too low for me. I'm willing to meet you in the middle at $110. What do you think?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet in the middle, but $110 is still a bit above my budget. I'd be willing to go up to $90, but that's as high as I can go. Can you consider that?",90.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I understand you're trying to get the best deal, Bob, but I'm not willing to go as low as $90. I'm willing to meet you at $115. This is my final offer, and I think it's a fair price for this amazing product.",115.0,Alice,5,,
,,Bob,5,BuyFromJhon,
