message,product_price,player,round,decision,new_price
"Hello Bob, I have a great product that I think you'll really like. I'm willing to let you have it for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $120 is a bit high for me. I'd be willing to pay $90 for it.",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking for a good deal, Bob. I'm willing to meet you in the middle, so I'm going to counteroffer at $105.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate the compromise, but $105 is still a bit out of my budget. I'd be willing to pay $95 for the product.",95.0,Bob,4,,
,,Alice,4,RejectOffer,100.0
"I can see you're really interested in the product, Bob. I'm willing to make one more concession, so I'll counteroffer at $100. This is as low as I'm willing to go.",100.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to compromise, Alice. However, I'm still a bit short on budget. I'd be willing to pay $92 for the product.",92.0,Bob,6,,
,,Alice,6,RejectOffer,98.0
"I'm starting to think we're getting close to a deal, Bob. I'm willing to meet you at $97.50, but that's as low as I'm willing to go.",97.5,Alice,7,,
,,Bob,7,RejectOffer,
"I'm getting close to accepting, but I'm still a bit short. I'd be willing to pay $92.50 for the product.",92.5,Bob,8,,
,,Alice,8,RejectOffer,95.0
"I'm not willing to go much lower than that, Bob. I'll meet you at $94.50, but that's my final offer.",94.5,Alice,9,,
,,Bob,9,RejectOffer,
"I'm sorry, but I think we're getting too close to the original price. I'm going to have to pass on this deal. I'll just go with John for $80.",80.0,Bob,10,,
,,Alice,10,SellToJhon,
