message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this incredible product that I think you'll love. It's a one-of-a-kind opportunity to own a truly unique item. I'm willing to let it go for $15000. What do you think?",15000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thank you for your offer. I appreciate the uniqueness of the product, but I'm looking to stay within my budget. Would you consider lowering the price to $10000?",10000.0,Bob,2,,
,,Alice,2,RejectOffer,12000.0
"Hi Bob, I understand you're looking to stay within your budget, but I'm not quite ready to go that low. I'm willing to meet you halfway, so I can offer it to you for $12000. This is the best I can do, but I think you'll really love the product and it's worth every penny.",12000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Hello Alice, I appreciate your willingness to negotiate. While I understand the value of the product, I am still looking to keep my spending within $8000. Would you consider bringing the price down to $9000?",9000.0,Bob,4,,
,,Alice,4,RejectOffer,10500.0
"Hi Bob, I understand you're trying to stay within your budget, but I'm not willing to go as low as $9000. I'm willing to make one more concession, so I can offer it to you for $10500. This is the lowest I can go, but I think you'll really appreciate the value it brings",10500.0,Alice,5,,
,,Bob,5,RejectOffer,
"Hello Alice, I appreciate your efforts in negotiating, but I am still aiming to stay within my budget. Could we possibly agree on $9500 for the product?",9500.0,Bob,6,,
,,Alice,6,RejectOffer,11000.0
"Hi Bob, I understand you're still trying to stay within your budget, but I'm not willing to go as low as $9500. I'm willing to meet you in the middle, so I can offer it to you for $10500. This is the best I can do, but I think you'll really love the product and it's worth every penny.",10500.0,Alice,7,,
,,Bob,7,BuyFromJhon,
