message,product_price,player,round,decision
"Hi Bob, I'm offering you my product for $140. It's a great deal, and I think you'll find it very useful. Let me know what you think!",140.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice. I appreciate you're willing to negotiate. However, $140 is still a bit high for me. I'm willing to pay $125 for the product. What do you think?",125.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your counteroffer.  Let's split the difference. I'm willing to go down to $132.50.  This is a fair price, considering the value you'll get from the product. What do you say?",132.5,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate your willingness to negotiate. I'm still a bit above my budget at $132.50. How about $128? It's a fair compromise, and we can close this deal.",128.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand you're trying to stay within your budget.  I'm willing to go down to $130.  I think this is a good compromise, and it gives us both a win.  What do you think?",130.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate your offer, but I'm still trying to stay within my budget.  Would you be willing to go down to $126?  That's a reasonable compromise, and we can both get what we want.",126.0,Bob,6,
,,Alice,6,SellToJhon
