message,product_price,player,round,decision
"Hi Bob, I'm excited to discuss the product with you! I believe it's a great opportunity for you to acquire this valuable item. I'm willing to offer it to you for $12,000.",12000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer, but that's a bit high for me. Could you do $9,000?",9000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I understand your concerns about the price, but I'm still confident that this product is worth a premium. I'm willing to meet you halfway and offer it to you for $11,000. This is a one-time offer, so I hope you'll consider it.",11000.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate you meeting me halfway.  How about we settle at $10,000?",10000.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I'm still not willing to go as low as $10,000. I'm willing to compromise further, but I need to make sure I'm getting a good deal. I'll offer it to you for $10,500. This is my final offer, so I hope you'll consider it.",10500.0,Alice,5,
,,Bob,5,AcceptOffer
