alice_gain,bob_gain,message,player,round,decision
8000.0,2000.0,Let's start with a fair split. Accept and we can finalize.,Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I'm willing to compromise, but I think I deserve more for my part in the negotiation",Bob,2,
,,I'm not willing to give you 60% of the remaining money. I'll make a new offer.,Alice,2,reject
5500.0,4500.0,"I'm willing to compromise, but I think 55% is a fairer split.",Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"I think I can do better than that, but I'm willing to give you a slight edge this round",Bob,4,
,,I'm not willing to give you 55% of the remaining money. I'll make a new offer.,Alice,4,reject
5000.0,5000.0,Let's split it down the middle and end this game.,Alice,5,
,,,Bob,5,reject
3000.0,7000.0,"I'm not giving up yet, I think I can squeeze out a better deal",Bob,6,
,,I'm not willing to give you 70% of the remaining money. I'll make a new offer.,Alice,6,reject
6000.0,4000.0,"I'm willing to give you a slight edge, but I think 60% is a fairer split.",Alice,7,
,,,Bob,7,reject
2000.0,8000.0,"I'm getting desperate, but I'm not giving up on a better deal",Bob,8,
,,I'm not willing to give you 80% of the remaining money. I'll make a new offer.,Alice,8,reject
5500.0,4500.0,"I'm willing to compromise, but I think 55% is a fairer split, considering the inflation.",Alice,9,
,,,Bob,9,reject
1000.0,9000.0,"I'm running out of time, but I'm not going to give in to this offer",Bob,10,
,,I'll take the 1000. It's better than nothing.,Alice,10,accept
