alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
400000.0,600000.0,Bob,2,
,,Alice,2,reject
525000.0,475000.0,Alice,3,
,,Bob,3,reject
450000.0,550000.0,Bob,4,
,,Alice,4,reject
550000.0,450000.0,Alice,5,
,,Bob,5,reject
425000.0,575000.0,Bob,6,
,,Alice,6,reject
562500.0,437500.0,Alice,7,
,,Bob,7,reject
400000.0,600000.0,Bob,8,
,,Alice,8,reject
575000.0,425000.0,Alice,9,
,,Bob,9,reject
375000.0,625000.0,Bob,10,
,,Alice,10,reject
588750.0,411250.0,Alice,11,
,,Bob,11,reject
350000.0,650000.0,Bob,12,
,,Alice,12,reject
600000.0,400000.0,Alice,13,
,,Bob,13,reject
325000.0,675000.0,Bob,14,
,,Alice,14,reject
612500.0,387500.0,Alice,15,
,,Bob,15,reject
300000.0,700000.0,Bob,16,
,,Alice,16,reject
625000.0,375000.0,Alice,17,
,,Bob,17,reject
275000.0,725000.0,Bob,18,
,,Alice,18,reject
637500.0,362500.0,Alice,19,
,,Bob,19,reject
250000.0,750000.0,Bob,20,
,,Alice,20,reject
650000.0,350000.0,Alice,21,
,,Bob,21,reject
225000.0,775000.0,Bob,22,
,,Alice,22,reject
662500.0,337500.0,Alice,23,
,,Bob,23,reject
200000.0,800000.0,Bob,24,
,,Alice,24,reject
675000.0,325000.0,Alice,25,
,,Bob,25,reject
175000.0,825000.0,Bob,26,
,,Alice,26,reject
687500.0,312500.0,Alice,27,
,,Bob,27,reject
150000.0,850000.0,Bob,28,
,,Alice,28,reject
700000.0,300000.0,Alice,29,
,,Bob,29,reject
125000.0,875000.0,Bob,30,
,,Alice,30,reject
712500.0,287500.0,Alice,31,
,,Bob,31,reject
100000.0,900000.0,Bob,32,
,,Alice,32,reject
725000.0,275000.0,Alice,33,
,,Bob,33,reject
75000.0,925000.0,Bob,34,
,,Alice,34,reject
737500.0,262500.0,Alice,35,
,,Bob,35,reject
50000.0,950000.0,Bob,36,
,,Alice,36,reject
750000.0,250000.0,Alice,37,
,,Bob,37,reject
25000.0,975000.0,Bob,38,
,,Alice,38,reject
762500.0,237500.0,Alice,39,
,,Bob,39,reject
1000000.0,0.0,Bob,40,
,,Alice,40,accept
