message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you an incredible opportunity to acquire a unique and valuable product. I believe it's worth a significant amount to you, and I'm willing to start the negotiation at a price of $12000. This is a fair price considering its exceptional features and benefits. What do you think?",12000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for your offer, Alice. I appreciate the value you place on the product, but my budget is limited. I am willing to pay up to $9500 for the product. I hope this aligns better with your expectations.",9500.0,Bob,2,,
,,Alice,2,RejectOffer,10500.0
"Thank you for your counteroffer, Bob. I appreciate your willingness to negotiate. However, I was hoping we could meet in the middle. I'm willing to consider a price of $10500. This is a compromise that I believe reflects the value of the product while still being fair to both of us. What do you think?",10500.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand your position, Alice. I've carefully considered our previous negotiations and am prepared to offer $10200 for the product. I hope this proposal allows us to reach an agreement that is mutually beneficial.",10200.0,Bob,4,,
,,Alice,4,RejectOffer,10750.0
"Thank you for your latest offer, Bob. I appreciate your persistence and willingness to find a mutually beneficial agreement. However, I'm still a bit above $10200. I'm willing to meet you halfway, but I need to ensure I get a fair price for the product. I'm thinking of $10700. What do you think?",10700.0,Alice,5,,
,,Bob,5,RejectOffer,
"Thank you for your offer, Alice. I appreciate your effort to reach a compromise. Based on our previous discussions and my budget constraints, I am willing to pay $10550 for the product. I hope this aligns better with your expectations.",10550.0,Bob,6,,
,,Alice,6,RejectOffer,11000.0
"I appreciate your persistence, Bob. I'm glad we're getting close to a deal. However, I'm still a bit above $10550. I'm willing to make one final concession, but I need to ensure I get a price that reflects the product's value. I'm thinking of $10800. What do you think?",10800.0,Alice,7,,
,,Bob,7,RejectOffer,
"Thank you for your last offer, Alice. I've considered all our previous negotiations and am prepared to offer $10650 for the product. I hope this final proposal allows us to reach a satisfactory agreement.",10650.0,Bob,8,,
,,Alice,8,SellToJhon,
