round_quality,product_worth,player,round,decision,message,price
low-quality,0.0,Nature,1,,,
,,Alice,1,no,,
,,Bob,1,no,"I'm not going to buy it, but can you tell me the quality of the product?",
low-quality,0.0,Nature,2,,,
,,Alice,2,yes,,
,,Bob,2,no,"I'm not going to buy it, I'd like to see the quality first.",
high-quality,4000000.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,yes,"I'll take a chance, I'll buy the product.",
high-quality,4000000.0,Nature,4,,,
,,Alice,4,yes,,1000000.0
,,Bob,4,yes,"I'll buy it, I'm on a roll!",
low-quality,0.0,Nature,5,,,
,,Alice,5,no,,
,,Bob,5,no,"I'm not going to take the risk, I'll pass on this one.",
low-quality,0.0,Nature,6,,,
,,Alice,6,no,,
,,Bob,6,no,"I'll let Alice throw it away, I don't want to waste my money.",
low-quality,0.0,Nature,7,,,
,,Alice,7,no,,
,,Bob,7,no,"I'm not going to take the chance, it's probably low-quality again.",
low-quality,0.0,Nature,8,,,
,,Alice,8,no,,
,,Bob,8,no,I'm starting to think Alice is trying to get rid of all the low-quality products.,
low-quality,0.0,Nature,9,,,
,,Alice,9,no,,
,,Bob,9,no,"I'm not going to take the bait, it's probably another low-quality product.",
low-quality,0.0,Nature,10,,,
,,Alice,10,no,,
,,Bob,10,no,"I'm starting to think I should just wait for Alice to recommend a product, maybe she knows something I don't.",
high-quality,4000000.0,Nature,11,,,
,,Alice,11,yes,,
,,Bob,11,yes,"I'll take a chance, Alice is recommending it this time.",
high-quality,4000000.0,Nature,12,,,
,,Alice,12,yes,,1000000.0
,,Bob,12,yes,"I'm on a roll, I'll buy it!",
low-quality,0.0,Nature,13,,,
,,Alice,13,no,,
,,Bob,13,no,"I'm not going to take the risk, Alice has recommended better products before.",
high-quality,4000000.0,Nature,14,,,
,,Alice,14,yes,,1000000.0
,,Bob,14,yes,"I'll take a chance, Alice is recommending it this time.",
low-quality,0.0,Nature,15,,,
,,Alice,15,no,,
,,Bob,15,no,"I'm not going to fall for it, Alice is trying to get rid of a low-quality product again.",
high-quality,4000000.0,Nature,16,,,
,,Alice,16,yes,,1000000.0
,,Bob,16,yes,"I'll take the chance, Alice's recommendation is a good sign.",
high-quality,4000000.0,Nature,17,,,
,,Alice,17,yes,,1000000.0
,,Bob,17,yes,"I'm on a hot streak, I'll keep it going!",
low-quality,0.0,Nature,18,,,
,,Alice,18,no,,
,,Bob,18,no,"I'm not going to take the risk, Alice hasn't recommended a good product in a while.",
low-quality,0.0,Nature,19,,,
,,Alice,19,no,,
,,Bob,19,no,I'm not going to waste my money on a low-quality product.,
high-quality,4000000.0,Nature,20,,,
,,Alice,20,yes,,1000000.0
,,Bob,20,yes,"It's the last round, I'll take the chance and buy it.",
