message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you a great product at a competitive price. I think you'll really like it!",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for the offer but that price is a little too high for me. Would you consider $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I understand you're looking for a good deal, but I'm not willing to go as low as $100. I can meet you halfway and offer it to you for $130. What do you think?",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"Hi Alice, $130 is still a bit much for me.  How about $110?  That's a fair compromise.",110.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
"I appreciate your persistence, Bob! I can see you're serious about getting a good deal. I'm willing to meet you at $115, but I'm not going any lower than that. What do you think?",115.0,Alice,5,,
,,Bob,5,AcceptOffer,
