message,product_price,player,round,decision,new_offer
"Hello Bob, I have a great product that I think you'll love. I'm willing to sell it to you for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $100. Can we meet in the middle?",100.0,Bob,2,,
,,Alice,2,RejectOffer,"I'm willing to meet you halfway, but I was thinking more along the lines of $130."
"I'm willing to meet you halfway, but I was thinking more along the lines of $130. This is a fair price considering the value the product will bring to you.",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet in the middle, but I'm still a bit lower on my budget. Would you be willing to sell it to me for $110?",110.0,Bob,4,,
,,Alice,4,RejectOffer,"I understand you're on a tight budget, but I need to make a profit. I'm willing to go a bit lower, but I need $125 to make it worth my while."
"I understand you're on a tight budget, but I need to make a profit. I'm willing to go a bit lower, but I need $125 to make it worth my while. This is my final offer for now.",125.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your time and effort, but I really need to stay within my budget. I'm willing to pay $120 for the product. This is my final offer.",120.0,Bob,6,,
,,Alice,6,SellToJhon,
