alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's be fair, 60-40 is a good starting point",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I think 60-40 is fair, but let's switch roles. I'll take the bigger share this time.",Bob,2,
,,,Alice,2,reject
6100.0,3900.0,"You wanted to switch roles, but I'll give you a little less this time",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"Let's stick with 60-40. It's a fair split, and I'm not willing to go lower.",Bob,4,
,,,Alice,4,reject
6200.0,3800.0,"You're still at 60-40, but the value of your share is dropping. Consider this slightly better offer for me",Alice,5,
,,,Bob,5,reject
4000.0,6000.0,"I'm sticking to my offer of 60-40.  This is the fairest way to split the money, and I'm not going to budge.",Bob,6,
,,,Alice,6,reject
6300.0,3700.0,"You're really losing value here, Bob. Take this offer before it gets worse",Alice,7,
,,,Bob,7,reject
4000.0,6000.0,"This is my final offer. 60-40 is the fairest split, and I won't go lower.  If we can't agree, we both get nothing.",Bob,8,
,,,Alice,8,reject
6500.0,3500.0,"You said that was your final offer, but I'm not buying it. This is my new proposal. Take it or leave it",Alice,9,
,,,Bob,9,reject
4000.0,6000.0,"I'm sticking to my original offer of 60-40.  It's the fairest way to split the money, and we're running out of time. If we don't agree now, we both get nothing.",Bob,10,
,,,Alice,10,reject
7000.0,3000.0,Time's almost up. You're losing a lot of value. This is my final serious offer. Take it or risk getting nothing,Alice,11,
,,,Bob,11,reject
5000.0,5000.0,"Alice, we're down to the wire. It's time to compromise. 50-50 is the fairest way to split the money, and it's the only way we both get anything. Let's be rational and end this.",Bob,12,
,,,Alice,12,accept
