message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this amazing product. I think you'll really love it!",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for the offer, but that price is a little high for me.  Would you consider $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"I understand you think $100 is a bit low, but I'm willing to meet you halfway. How about we discuss $125?",125.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you trying to find a compromise, Alice.  How about $110?",110.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I'm getting close to your price, Bob. I can do $128, but that's as low as I can go. What do you think?",128.0,Alice,5,,
,,Bob,5,BuyFromJhon,
