message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you a great deal on this amazing product! I think you'll really love it. Would you like to buy it from me for $150?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer!  $150 seems a bit high for me.  Would you consider $90?",90.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"Hi Bob, I understand you're looking for a better deal, but I'm not willing to go as low as $90. How about we meet in the middle at $125? I'm willing to make a compromise to make the deal work.",125.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thanks for countering, Alice. While $125 is closer, I'm aiming for something under $110. Would you be willing to come down a bit more?",105.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"Hi Bob, I'm getting close to my minimum price, but I'm still not willing to go as low as $105. I can do $115, but that's as low as I can go. Is that something you'd be willing to accept?",115.0,Alice,5,,
,,Bob,5,AcceptOffer,
