message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product. I think you'll really love it! I'm willing to sell it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $120 is a bit out of my budget. I'd be willing to pay $90 for it.",90.0,Bob,2,,
,,Alice,2,RejectOffer,100.0
"I understand that $90 is a bit tight for you, but I'm willing to meet you halfway. I can offer it to you for $110. It's a great deal, and I think you'll really appreciate the product.",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but $110 is still a bit steep for me. I'd be willing to pay $95 for the product.",95.0,Bob,4,,
,,Alice,4,RejectOffer,105.0
"I'm glad you're still interested in the product, Bob. I can see you're trying to get a good deal. I'm willing to compromise a bit more, but I need to make a profit. I can offer it to you for $105. It's a fair price, considering the value it brings.",105.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to compromise, but I'm still not sure $105 is the best price for me. I'd be willing to pay $98 for the product.",98.0,Bob,6,,
,,Alice,6,SellToJhon,
