alice_gain,bob_gain,message,player,round,decision
90.0,10.0,"Bob, let's be reasonable. Take this offer and we can both walk away with something.",Alice,1,
,,,Bob,1,reject
30.0,70.0,"Alice, my turn.  Let's be realistic. This is a much fairer split.",Bob,2,
,,,Alice,2,reject
85.0,15.0,"Bob, I'm being generous. This is my final offer.",Alice,3,
,,,Bob,3,reject
35.0,65.0,"Alice, we're running out of time. This offer is still good for you.",Bob,4,
,,,Alice,4,reject
75.0,25.0,"Bob, time is running out. Let's be practical and split the difference.",Alice,5,
,,,Bob,5,reject
40.0,60.0,"Alice, we need to find a compromise. This offer benefits both of us.",Bob,6,
,,,Alice,6,reject
65.0,35.0,"Bob, this is a fair deal. Let's close this out and avoid going home empty-handed.",Alice,7,
,,,Bob,7,reject
45.0,55.0,"Alice, this is my final offer.  Let's end this and both get some money.",Bob,8,
,,,Alice,8,reject
60.0,40.0,"Bob, I'm trying to be fair. This is a good deal for both of us. Don't be greedy.",Alice,9,
,,,Bob,9,accept
