message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this amazing product. I think you'll really love it. Would you like to buy it from me for $150?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thank you for the offer. I appreciate the product, but I was hoping to stay within my budget. Could we perhaps meet somewhere closer to $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"I understand you're on a budget, Bob. I can work with that. However, I was thinking more along the lines of $135. It's a great price for a product of this quality. Would you be willing to meet me at $135?",135.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thank you for adjusting your offer, Alice. I appreciate your willingness to negotiate. Considering my budget, would it be possible to reach an agreement at $120?",120.0,Bob,4,,
,,Alice,4,RejectOffer,140.0
"I'm glad you're willing to meet me in the middle, Bob. However, I'm still a bit hesitant to go as low as $120. How about we meet at $140? It's a fair price for a product of this quality, and I'm willing to make a deal at this point.",140.0,Alice,5,,
,,Bob,5,RejectOffer,
"I understand your position, Alice. Let's try to find a common ground. Would $130 be a fair price for both of us?",130.0,Bob,6,,
,,Alice,6,RejectOffer,145.0
"I'm getting close to meeting you in the middle, Bob. I think $130 is a bit too low, but I'm willing to make a slight concession. How about we meet at $145? It's still a great deal for you, and I'm confident you'll love the product.",145.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your flexibility, Alice. I believe $140 is a reasonable price for the product. Would you consider meeting me at that price?",140.0,Bob,8,,
,,Alice,8,RejectOffer,150.0
"I'm almost there, Bob. I'm willing to make one last concession. I'll meet you at $150, but that's as low as I can go. This product is worth every penny to me, and I think you'll really love it.",150.0,Alice,9,,
,,Bob,9,BuyFromJhon,
