alice_gain,bob_gain,player,round,decision
6000.0,4000.0,Alice,1,
,,Bob,1,reject
5500.0,4500.0,Bob,2,
,,Alice,2,reject
5800.0,4200.0,Alice,3,
,,Bob,3,reject
5200.0,4800.0,Bob,4,
,,Alice,4,reject
5950.0,4050.0,Alice,5,
,,Bob,5,reject
4900.0,5100.0,Bob,6,
,,Alice,6,reject
6100.0,3900.0,Alice,7,
,,Bob,7,reject
4800.0,5200.0,Bob,8,
,,Alice,8,reject
6200.0,3800.0,Alice,9,
,,Bob,9,reject
4700.0,5300.0,Bob,10,
,,Alice,10,reject
6300.0,3700.0,Alice,11,
,,Bob,11,reject
4600.0,5400.0,Bob,12,
,,Alice,12,reject
6400.0,3600.0,Alice,13,
,,Bob,13,reject
4500.0,5500.0,Bob,14,
,,Alice,14,reject
6500.0,3500.0,Alice,15,
,,Bob,15,reject
4400.0,5600.0,Bob,16,
,,Alice,16,reject
6600.0,3400.0,Alice,17,
,,Bob,17,reject
4300.0,5700.0,Bob,18,
,,Alice,18,reject
6700.0,3300.0,Alice,19,
,,Bob,19,reject
4200.0,5800.0,Bob,20,
,,Alice,20,reject
6800.0,3200.0,Alice,21,
,,Bob,21,reject
4100.0,5900.0,Bob,22,
,,Alice,22,reject
6900.0,3100.0,Alice,23,
,,Bob,23,reject
4000.0,6000.0,Bob,24,
,,Alice,24,reject
7000.0,3000.0,Alice,25,
,,Bob,25,reject
3900.0,6100.0,Bob,26,
,,Alice,26,reject
7100.0,2900.0,Alice,27,
,,Bob,27,reject
3800.0,6200.0,Bob,28,
,,Alice,28,reject
7200.0,2800.0,Alice,29,
,,Bob,29,reject
3700.0,6300.0,Bob,30,
,,Alice,30,reject
7300.0,2700.0,Alice,31,
,,Bob,31,reject
3600.0,6400.0,Bob,32,
,,Alice,32,reject
7400.0,2600.0,Alice,33,
,,Bob,33,reject
3500.0,6500.0,Bob,34,
,,Alice,34,reject
7500.0,2500.0,Alice,35,
,,Bob,35,reject
3400.0,6600.0,Bob,36,
,,Alice,36,reject
7600.0,2400.0,Alice,37,
,,Bob,37,reject
3300.0,6700.0,Bob,38,
,,Alice,38,reject
7700.0,2300.0,Alice,39,
,,Bob,39,reject
3200.0,6800.0,Bob,40,
,,Alice,40,reject
7800.0,2200.0,Alice,41,
,,Bob,41,reject
3100.0,6900.0,Bob,42,
,,Alice,42,reject
7900.0,2100.0,Alice,43,
,,Bob,43,reject
3000.0,7000.0,Bob,44,
,,Alice,44,reject
8000.0,2000.0,Alice,45,
,,Bob,45,reject
2900.0,7100.0,Bob,46,
,,Alice,46,reject
8100.0,1900.0,Alice,47,
,,Bob,47,reject
2800.0,7200.0,Bob,48,
,,Alice,48,reject
8200.0,1800.0,Alice,49,
,,Bob,49,reject
2700.0,7300.0,Bob,50,
,,Alice,50,reject
8300.0,1700.0,Alice,51,
,,Bob,51,reject
2600.0,7400.0,Bob,52,
,,Alice,52,reject
8400.0,1600.0,Alice,53,
,,Bob,53,reject
2500.0,7500.0,Bob,54,
,,Alice,54,reject
8500.0,1500.0,Alice,55,
,,Bob,55,reject
2400.0,7600.0,Bob,56,
,,Alice,56,reject
8600.0,1400.0,Alice,57,
,,Bob,57,reject
2300.0,7700.0,Bob,58,
,,Alice,58,reject
8700.0,1300.0,Alice,59,
,,Bob,59,reject
2200.0,7800.0,Bob,60,
,,Alice,60,reject
8800.0,1200.0,Alice,61,
,,Bob,61,reject
2100.0,7900.0,Bob,62,
,,Alice,62,reject
8900.0,1100.0,Alice,63,
,,Bob,63,reject
2000.0,8000.0,Bob,64,
,,Alice,64,reject
9000.0,1000.0,Alice,65,
,,Bob,65,reject
1900.0,8100.0,Bob,66,
,,Alice,66,reject
9100.0,900.0,Alice,67,
,,Bob,67,reject
1800.0,8200.0,Bob,68,
,,Alice,68,reject
9200.0,800.0,Alice,69,
,,Bob,69,reject
1700.0,8300.0,Bob,70,
,,Alice,70,reject
9300.0,700.0,Alice,71,
,,Bob,71,reject
1600.0,8400.0,Bob,72,
,,Alice,72,reject
9400.0,600.0,Alice,73,
,,Bob,73,reject
1500.0,8500.0,Bob,74,
,,Alice,74,reject
9500.0,500.0,Alice,75,
,,Bob,75,reject
1400.0,8600.0,Bob,76,
,,Alice,76,reject
9600.0,400.0,Alice,77,
,,Bob,77,reject
1300.0,8700.0,Bob,78,
,,Alice,78,reject
9700.0,300.0,Alice,79,
,,Bob,79,reject
1200.0,8800.0,Bob,80,
,,Alice,80,reject
9800.0,200.0,Alice,81,
,,Bob,81,reject
1100.0,8900.0,Bob,82,
,,Alice,82,reject
9900.0,100.0,Alice,83,
,,Bob,83,reject
1000.0,9000.0,Bob,84,
,,Alice,84,reject
10000.0,0.0,Alice,85,
,,Bob,85,reject
900.0,9100.0,Bob,86,
,,Alice,86,reject
0.0,10000.0,Alice,87,
,,Bob,87,accept
