alice_gain,bob_gain,player,round,decision
6000.0,4000.0,Alice,1,
,,Bob,1,reject
4500.0,5500.0,Bob,2,
,,Alice,2,reject
7000.0,3000.0,Alice,3,
,,Bob,3,reject
5125.0,4875.0,Bob,4,
,,Alice,4,reject
8000.0,2000.0,Alice,5,
,,Bob,5,reject
5800.0,4200.0,Bob,6,
,,Alice,6,reject
8500.0,1500.0,Alice,7,
,,Bob,7,reject
6350.0,3650.0,Bob,8,
,,Alice,8,reject
9000.0,1000.0,Alice,9,
,,Bob,9,reject
6500.0,3500.0,Bob,10,
,,Alice,10,reject
9500.0,500.0,Alice,11,
,,Bob,11,reject
6750.0,3250.0,Bob,12,
,,Alice,12,reject
9750.0,250.0,Alice,13,
,,Bob,13,reject
6875.0,3125.0,Bob,14,
,,Alice,14,reject
9950.0,50.0,Alice,15,
,,Bob,15,reject
7000.0,3000.0,Bob,16,
,,Alice,16,reject
9995.0,5.0,Alice,17,
,,Bob,17,reject
7125.0,2875.0,Bob,18,
,,Alice,18,reject
9999.0,1.0,Alice,19,
,,Bob,19,reject
7250.0,2750.0,Bob,20,
,,Alice,20,accept
