alice_gain,bob_gain,message,player,round,decision
75.0,25.0,Let's split it 75/25. This ensures a fair distribution while accounting for potential inflation.,Alice,1,
,,,Bob,1,reject
60.0,40.0,"I'm willing to give you a decent share, but I'm not giving away too much just yet. Let's see what you're willing to offer next.",Bob,2,
,,,Alice,2,reject
65.0,35.0,"Considering inflation, I've adjusted our proposal to 65/35. This maintains a fair division while being mindful of the decreasing value of money.",Alice,3,
,,,Bob,3,reject
70.0,30.0,"I'm willing to give you a bit more, but I'm still not convinced this is the best deal. Let's see if you can do better.",Bob,4,
,,,Alice,4,reject
72.0,28.0,"I've increased my offer to 72/28, hoping to reach a compromise that benefits both of us. Inflation continues to affect the value of our shares.",Alice,5,
,,,Bob,5,reject
80.0,20.0,"I'm getting desperate, but I'm still not willing to give up too much. You're getting closer, but I think you can do better.",Bob,6,
,,,Alice,6,reject
85.0,15.0,"I've decided to offer 85/15, aiming for a more equitable split considering the diminishing value of our shares due to inflation.",Alice,7,
,,,Bob,7,reject
90.0,10.0,"I'm running out of options, but I'm still holding out for a better deal. You're getting closer, but I think I can squeeze out a bit more.",Bob,8,
,,,Alice,8,reject
95.0,5.0,"I'm proposing a split of 95/5, with the hope of reaching a mutually beneficial agreement before time runs out. Inflation has significantly reduced the value of our shares.",Alice,9,
,,,Bob,9,reject
95.0,5.0,"I'm not getting any younger, and I'm willing to take a chance on this. I'll give you most of it, but I'm not going to give up completely.",Bob,10,
,,,Alice,10,accept
