alice_gain,bob_gain,message,player,round,decision
9000.0,1000.0,Let's start fair. I'll take 90% and you get 10%.,Alice,1,
,,,Bob,1,reject
2000.0,8000.0,"You took 90% last round, I'm taking 80% this time.",Bob,2,
,,,Alice,2,reject
6000.0,4000.0,"Let's compromise. I'll take 60% and you get 40%, a fair share considering inflation.",Alice,3,
,,,Bob,3,reject
3000.0,7000.0,"You're going for 60%, I'll take 70% this time, considering the inflation is eating away at our gains.",Bob,4,
,,,Alice,4,reject
5000.0,5000.0,"Let's split it down the middle, Bob. It's the only fair way to divide the money after all the back-and-forth. We both get a decent amount, and we avoid further inflation.",Alice,5,
,,,Bob,5,accept
