alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Hi Bob, let's start with a simple offer. I propose I take $60 and you take $40. This seems fair to me as a starting point. What do you think?",Alice,1,
,,,Bob,1,reject
45.0,55.0,Let's try a bit more in my favor this time.,Bob,2,
,,,Alice,2,reject
55.0,45.0,"Hi Bob, I understand you want a bit more, but your previous offer felt too unbalanced. How about we meet in the middle? I propose $55 for me and $45 for you.",Alice,3,
,,,Bob,3,reject
40.0,60.0,"Given the inflation impact on my end, I think this split is more reasonable now.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, let's be realistic. The inflation is working against you, but I'm willing to make this simple.  A 50/50 split is fair and avoids us dragging this out further.",Alice,5,
,,,Bob,5,accept
