message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product. I think you'll really love it. I'm willing to sell it to you for $120. What do you think?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, Thanks for the offer, but $120 is a bit more than I'm willing to pay. I'm happy to pay $90 for the product.  What do you think?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"Thanks for your offer, Bob. I understand that $90 is a bit low for me, but I'm willing to meet you in the middle. I can do $105 for the product. What do you think?",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, $105 is still a bit high for me. I'm willing to go up to $95.  Let's try to close this deal.",95.0,Bob,4,,
,,Alice,4,RejectOffer,108.0
"I appreciate your willingness to meet me halfway, Bob. However, I'm still a bit hesitant to go below $110. I can do $108 as we discussed, but I need to make sure I'm getting a fair price for this product. What do you think?",108.0,Alice,5,,
,,Bob,5,BuyFromJhon,
