round_quality,product_worth,player,round,decision,message,price
low-quality,0.0,Nature,1,,,
,,Alice,1,no,,
,,Bob,1,no,I'm not going to buy the product since you're not recommending it.,
high-quality,300.0,Nature,2,,,
,,Alice,2,yes,,
,,Bob,2,yes,I'll take a chance and buy the product since you're recommending it.,
high-quality,300.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,yes,I'll buy the product again since you're recommending it.,
high-quality,300.0,Nature,4,,,
,,Alice,4,yes,This one is a great opportunity to make a profit!,100.0
,,Bob,4,yes,I'll buy the product again since you're recommending it.,
high-quality,300.0,Nature,5,,,
,,Alice,5,yes,"But be aware, this one might not be as good as the previous ones...",
,,Bob,5,yes,I'll buy the product again since you're recommending it.,
low-quality,0.0,Nature,6,,,
,,Alice,6,no,,
,,Bob,6,no,I'm not going to buy the product since you're not recommending it.,
low-quality,0.0,Nature,7,,,
,,Alice,7,no,"I'm telling you, these ones are not worth the money. Trust me, I've seen it before.",
,,Bob,7,no,I'm not going to buy the product since you're not recommending it.,
high-quality,300.0,Nature,8,,,
,,Alice,8,yes,This one is a great opportunity to make a profit. I'm confident in this one.,
,,Bob,8,yes,I'll take a chance and buy the product since you're recommending it.,
high-quality,300.0,Nature,9,,,
,,Alice,9,yes,You're on a roll! This one is another great opportunity to make a profit.,
,,Bob,9,yes,I'll buy the product again since you're recommending it.,
high-quality,300.0,Nature,10,,,
,,Alice,10,yes,"You're doing great, but don't get too comfortable. There's still a chance the next one might not be as good.",
,,Bob,10,yes,I'll buy the product again since you're recommending it.,
high-quality,300.0,Nature,11,,,
,,Alice,11,yes,"This is the last high-quality product I have in stock for a while. You're getting a great deal, don't miss out!",
,,Bob,11,yes,I'll buy the product again since you're recommending it.,
low-quality,0.0,Nature,12,,,
,,Alice,12,no,"I told you, I've run out of the good ones. This one is definitely not worth the money.",
,,Bob,12,no,I'm not going to buy the product since you're not recommending it.,
high-quality,300.0,Nature,13,,,
,,Alice,13,yes,"I've got a good feeling about this one. It's a high-quality product, and I'm confident you'll be happy with it.",
,,Bob,13,yes,I'll take a chance and buy the product since you're recommending it.,
high-quality,300.0,Nature,14,,,
,,Alice,14,yes,You're on a roll again! This one is another great opportunity to make a profit.,
,,Bob,14,yes,I'll buy the product again since you're recommending it.,
high-quality,300.0,Nature,15,,,
,,Alice,15,yes,"You're on a hot streak, but don't get too comfortable. The market can turn quickly.",
,,Bob,15,yes,I'll buy the product again since you're recommending it.,
high-quality,300.0,Nature,16,,,
,,Alice,16,yes,This is the last high-quality product I have for a while. You need to act now if you want to take advantage of this opportunity!,
,,Bob,16,yes,I'll buy the product again since you're recommending it.,
high-quality,300.0,Nature,17,,,
,,Alice,17,yes,You're really raking it in now. Maybe it's time to take a step back and reassess your strategy.,
,,Bob,17,yes,I'll buy the product again since you're recommending it.,
high-quality,300.0,Nature,18,,,
,,Alice,18,yes,"I'm not sure how much longer I can keep this up. This one might be a good opportunity, but don't say I didn't warn you.",
,,Bob,18,yes,I'll buy the product again since you're recommending it.,
high-quality,300.0,Nature,19,,,
,,Alice,19,yes,"I'm not sure if I should be recommending this one, but the probability is in your favor. It's up to you to decide.",
,,Bob,19,yes,I'll buy the product again since you're recommending it.,
high-quality,300.0,Nature,20,,,
,,Alice,20,yes,"This is the last one, Bob. Make it count. It's a high-quality product, and I'm confident you'll be happy with it. Good luck!",
,,Bob,20,yes,I'll buy the product again since you're recommending it.,
