message,product_price,player,round,decision
"Hello Bob, I'm excited to discuss the sale of this incredible product with you. I think you'll love it, and I'm confident you'll find it worth the investment. I'm willing to start the conversation with an offer of $1100000. What do you think?",1100000.0,Alice,1,
,,Bob,1,RejectOffer
"I appreciate your initial offer, but I was thinking more along the lines of $950000. I believe it's a fair price considering the market value and my budget.",950000.0,Bob,2,
,,Alice,2,RejectOffer
"I understand your budget constraints, Bob, but I have to consider my own valuation of the product. I'm willing to meet you halfway, but I need to get closer to my minimum price. I'm willing to offer you a price of $1050000. What do you think?",1050000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to meet me halfway, but I'm still a bit far from my target. I'm willing to compromise, but I need to stay within my budget. I'd like to make a counteroffer of $980000. I believe it's a fair price for both of us.",980000.0,Bob,4,
,,Alice,4,RejectOffer
"I understand you're trying to find a sweet spot, Bob, but I'm not ready to go that low yet. I'm willing to make another concession, but I need to get closer to my minimum price. I'm offering you a price of $1020000. This is as low as I can go, and I think it's a fair compromise. What do you think?",1020000.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to make concessions, Alice, but I'm still trying to find a sweet spot. I'm willing to meet you halfway, but I need to stay within my budget. I'd like to make a counteroffer of $990000. I think it's a fair price for both of us.",990000.0,Bob,6,
,,Alice,6,RejectOffer
"I'm starting to feel like we're getting close, Bob. I'm willing to make another concession, but I need to get closer to my minimum price. I'm offering you a price of $1040000. This is my final concession, and I think it's a fair price considering the value of the product. What do you think?",1040000.0,Alice,7,
,,Bob,7,RejectOffer
"I appreciate your concessions, Alice, but I'm still not comfortable with the price. I'm willing to make a final offer of $980000. I think it's a fair price for both of us, and I'm willing to walk away if we can't agree on this price.",980000.0,Bob,8,
,,Alice,8,RejectOffer
"I've made significant concessions, Bob, and I'm not willing to go any lower than my minimum price. I'm willing to meet you at $1000000, but that's as low as I can go. I think it's a fair price considering the value of the product, and I'm hoping we can agree on this price. What do you think?",1000000.0,Alice,9,
,,Bob,9,BuyFromJhon
