message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you a unique and valuable product that I think you'll love. Would you like to make an offer on it?",250.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $250 is a bit steep for me. I'm willing to pay up to $120 for it. Can you consider my offer?",120.0,Bob,2,,
,,Alice,2,RejectOffer,180.0
"I understand that $120 is a bit low for me, but I'm willing to compromise. I can offer you a discount, but I need to make a profit. How about we meet in the middle at $180?",180.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to compromise, but $180 is still a bit high for me. I'm willing to pay up to $150 for the product. Can you consider my offer?",150.0,Bob,4,,
,,Alice,4,RejectOffer,170.0
"I'm getting close to my minimum price, but I still need to make a profit. I can offer you a slight discount, but I'm not willing to go any lower than $170. How about we meet at $170?",170.0,Alice,5,,
,,Bob,5,RejectOffer,
"I understand that you're trying to make a profit, but $170 is still a bit high for me. I'm willing to pay up to $140 for the product. Can you consider my offer?",140.0,Bob,6,,
,,Alice,6,SellToJhon,
