message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to offer you a unique opportunity to purchase this amazing product. It's a high-quality item that I'm confident you'll love. I'm willing to let it go for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $100. I'm trying to stay within a tight budget.",100.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're on a tight budget, Bob, but I think the product's value is worth a bit more than that. I'm willing to meet you in the middle at $110. It's a fair price that I think you'll find reasonable.",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me in the middle, but I'm still a bit above that. I'm thinking more along the lines of $105. Can we meet there?",105.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I'm glad you're willing to meet me in the middle, but I'm not quite ready to go that low. I'm willing to make one more concession and meet you at $115. This is my final offer, so I hope we can come to an agreement.",115.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your concession, but I'm still a bit above $115. I'm thinking more along the lines of $108. Can we meet there?",108.0,Bob,6,,
,,Alice,6,SellToJhon,
