message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to offer you a great deal on this amazing product! It's a unique item that I think you'll really love.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I'm interested in the product, but $120 seems a bit steep. Would you consider a lower price?",90.0,Bob,2,,
,,Alice,2,RejectOffer,115.0
"I understand you think $120 is a bit steep, but I have to make a living. I can do $115, but that's as low as I can go. Would you be willing to meet me in the middle?",115.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice.  How about we split the difference and do $105?",105.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I appreciate your willingness to meet me in the middle, Bob, but I'm still a bit above $105. I can do $110, and that's my final offer on this price. If you're not willing to meet me at this point, I'll have to consider other options.",110.0,Alice,5,,
,,Bob,5,AcceptOffer,
