alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's divide fairly,Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I understand you want to divide fairly, but I think this offer reflects the decreasing value of the money over time.",Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"Considering inflation, I'm willing to compromise",Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"I appreciate the compromise, but I need a bit more to account for the rapid inflation we're facing.",Bob,4,
,,,Alice,4,reject
5600.0,4400.0,"Inflation affects me less, I'll take a bit more",Alice,5,
,,,Bob,5,reject
4800.0,5200.0,We need to reach an agreement soon. This is my final offer that considers the impact of inflation on my end.,Bob,6,
,,,Alice,6,accept
