message,product_price,player,round,decision,counteroffer
I have a great product that I think you'll really like. Would you be interested in buying it?,180.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $180 is a bit high for me. Would you be willing to consider a lower price?",120.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand that $180 is a bit steep, but I've got to make a profit. I'm willing to meet you in the middle, so I can offer it to you for $160. What do you think?",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate the compromise, but I'm still a bit above my budget. Would you be willing to go lower?",140.0,Bob,4,,
,,Alice,4,RejectOffer,155.0
"I can see you're really interested in the product, and I appreciate that. I'm willing to meet you at $155, but I'm not going to go any lower than that. It's a great deal, and I think you'll really like it.",155.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm really close to walking away, but I still think the product could be a good fit. I'm willing to meet you halfway between $140 and $155. Can you do $142.50?",142.5,Bob,6,,
,,Alice,6,RejectOffer,147.5
"I can see you're really trying to make a deal happen, and I appreciate that. I'm willing to meet you at $147.50, but I think we can do a bit better than that. Let's aim for $147.50, and I'll throw in some extras to sweeten the deal.",147.5,Alice,7,,
,,Bob,7,RejectOffer,
"I'm close to accepting, but I still think we can do a bit better. I'm willing to meet you at $145, but that's my final offer. If you can't meet me there, I'll have to walk away.",145.0,Bob,8,,
,,Alice,8,RejectOffer,148.0
"I can see you're really trying to get the best deal, and I respect that. I'm willing to meet you at $148, but I'm not going to go any lower than that. It's a fair price, and I think you'll be happy with it.",148.0,Alice,9,,
,,Bob,9,RejectOffer,
"I'm really close to walking away, but I still think this product could be a good fit. I'm willing to meet you at $145, but that's my absolute final offer. If you can't meet me there, I'll have to buy it from John for $100.",145.0,Bob,10,,
,,Alice,10,SellToJhon,
