message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I'm interested in the product but $120 is a bit too high for me. Would you consider selling it for $90?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking to save a bit, Bob. I'm willing to meet you in the middle. How about we say $105?",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice.  How about we settle at $97?",97.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I can do a bit better than that, Bob. I'm willing to go up to $108, but that's as high as I'm willing to go. What do you think?",108.0,Alice,5,,
,,Bob,5,RejectOffer,
"It seems like we're getting close, Alice.  I'd be happy to buy it right now for $100.",100.0,Bob,6,,
,,Alice,6,SellToJhon,
