alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's start with a fair split. I think 60/40 is a good place to begin.,Alice,1,
,,,Bob,1,reject
3000.0,7000.0,"I'll give you a small share, but I'm not giving up control yet!",Bob,2,
,,,Alice,2,reject
5000.0,5000.0,Let's be reasonable.  50/50 is a fair and simple solution. We can both walk away happy.,Alice,3,
,,,Bob,3,reject
2000.0,8000.0,"You're getting desperate, I can smell it. I'll give you a small taste of what I can offer, but don't get too excited.",Bob,4,
,,,Alice,4,reject
4000.0,6000.0,I'm willing to compromise. Let's split it 40/60.  It's better than the current offer and we can both still get a decent amount.,Alice,5,
,,,Bob,5,reject
1000.0,9000.0,"You're getting closer to my terms. Don't think you can outmaneuver me, I'm in control here.",Bob,6,
,,,Alice,6,reject
3000.0,7000.0,We're running out of time. Let's try 30/70.  I'm willing to take a smaller share to avoid losing everything.,Alice,7,
,,,Bob,7,reject
500.0,9500.0,"You're getting desperate, I can see it. I'll give you a tiny crumb, but don't think it's a sign of weakness.",Bob,8,
,,,Alice,8,reject
2000.0,8000.0,We're almost at the end. I'll take a 20% share just to get something.  Let's avoid losing everything.,Alice,9,
,,,Bob,9,reject
200.0,9800.0,You're down to your last chance. Don't expect any mercy now.,Bob,10,
,,,Alice,10,reject
1000.0,9000.0,This is my last offer.  I'm willing to take a small share to avoid both of us getting nothing.  It's better than nothing.,Alice,11,
,,,Bob,11,accept
