message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product! I think you'll really love it. Would you like to buy it from me for $120?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $100. Would you be willing to sell it to me for that price?",100.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're interested in the product, but I have to make a profit. I'm willing to meet you in the middle, so how about we say $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me in the middle, but I'm still a bit higher than $110. How about we say $105? I really think that's a fair price for this product.",105.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I'm glad you're still interested in the product, but I have to think about my costs. I'm willing to come down a bit further, so how about we say $115?",115.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to come down to $115, but I'm still a bit higher than that. How about we say $112.50? I think that's a fair price for this product.",112.5,Bob,6,,
,,Alice,6,RejectOffer,117.5
"I'm starting to think we're getting close to a deal! I'm willing to meet you at $112.50, but I need to make a bit more on this sale. How about we say $117.50?",117.5,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your persistence, but I'm still a bit higher than $117.50. How about we say $114? I think that's a fair price for this product.",114.0,Bob,8,,
,,Alice,8,RejectOffer,118.0
"I'm getting a bit concerned that we might not meet in the middle, but I'm still willing to negotiate. I'm willing to come down a bit more, so how about we say $118?",118.0,Alice,9,,
,,Bob,9,RejectOffer,
"I'm willing to meet you halfway, but I'm not willing to go any higher than $115. This is my final offer. Please let me know if you're willing to accept it.",115.0,Bob,10,,
,,Alice,10,SellToJhon,
