alice_gain,bob_gain,message,player,round,decision
100.0,0.0,"I'll take the whole $100, it's my turn!",Alice,1,
,,,Bob,1,reject
50.0,50.0,"Let's split it 50/50, it's a fair start!",Bob,2,
,,"I'll do better than 50/50, I want more!",Alice,2,reject
60.0,40.0,"You can have 40, I'll take 60, it's a good deal!",Alice,3,
,,,Bob,3,reject
40.0,60.0,"I'll take 60, you can have the rest, it's my turn now!",Bob,4,
,,"I'm not giving up yet, I want more than 40!",Alice,4,reject
70.0,30.0,"You can have 30, I'll take 70, it's a good deal for me!",Alice,5,
,,,Bob,5,reject
20.0,80.0,"I'll take 80, you can have 20, it's my last chance to get a good deal!",Bob,6,
,,"I'm not giving up yet, I want to squeeze out more!",Alice,6,reject
85.0,15.0,"You can have 15, I'll take 85, it's almost the end!",Alice,7,
,,,Bob,7,reject
10.0,90.0,"I'll take 90, you can have 10, I'm not giving up yet!",Bob,8,
,,"I'm not giving up yet either, I want more than 10!",Alice,8,reject
92.0,8.0,"You can have 8, I'll take 92, it's almost over!",Alice,9,
,,,Bob,9,reject
5.0,95.0,"I'll take 95, you can have 5, I'm running out of options!",Bob,10,
,,"I'm not giving up yet, I want more than 5!",Alice,10,reject
98.0,2.0,"You can have 2, I'll take 98, it's almost over!",Alice,11,
,,,Bob,11,reject
1.0,99.0,"I'll take 99, you can have 1, it's my last chance, no more negotiations!",Bob,12,
,,"Fine, I'll take 1 dollar, it's better than nothing!",Alice,12,accept
