message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you the opportunity to purchase this incredible product. I believe it's a game-changer, and I'm confident you'll love it. I'm willing to offer it to you for $900,000.",900000.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thanks for the offer. While I agree the product looks great,  $900,000 is a bit steep for me. Would you consider $750,000?",750000.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for your offer, Bob. I understand that $750,000 is a bit lower than I was hoping for. However, I'm willing to meet you in the middle. I can offer it to you for $850,000. I think this is a fair price considering the product's value to you.",850000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you working with me Alice.  How about we settle at $800,000?",800000.0,Bob,4,
,,Alice,4,RejectOffer
"I'm glad we're close to a deal, Bob. However, I'm still a bit hesitant to go below $850,000. How about we meet at $825,000? I think this is a fair price that works for both of us.",825000.0,Alice,5,
,,Bob,5,AcceptOffer
