message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this great product! I think you'll really like it. Would you like to buy it from me for $180?",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for offering! That price is a little high for me. Would you consider $80?",80.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I appreciate your offer, Bob, but I was thinking more along the lines of $160. It's a great deal, and I think you'll really get your money's worth out of this product.",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand it's a good product Alice, but I have a strict budget.  Would you be willing to meet me halfway at $120?",120.0,Bob,4,,
,,Alice,4,RejectOffer,140.0
"I'm glad you're interested in the product, Bob! I can see you're a serious buyer. I'm willing to meet you halfway, but I think I can do a bit better than that. How about $140?",140.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate you working with me.  How about we split the difference again and settle at $130?",130.0,Bob,6,,
,,Alice,6,SellToJhon,
