product_price,player,round,decision
65.0,Alice,1,
,Bob,1,RejectOffer
55.0,Bob,2,
,Alice,2,RejectOffer
60.0,Alice,3,
,Bob,3,RejectOffer
50.0,Bob,4,
,Alice,4,RejectOffer
55.0,Alice,5,
,Bob,5,RejectOffer
52.5,Bob,6,
,Alice,6,RejectOffer
57.5,Alice,7,
,Bob,7,RejectOffer
52.0,Bob,8,
,Alice,8,RejectOffer
55.0,Alice,9,
,Bob,9,RejectOffer
51.0,Bob,10,
,Alice,10,RejectOffer
53.0,Alice,11,
,Bob,11,RejectOffer
50.0,Bob,12,
,Alice,12,RejectOffer
52.0,Alice,13,
,Bob,13,RejectOffer
49.0,Bob,14,
,Alice,14,RejectOffer
51.0,Alice,15,
,Bob,15,RejectOffer
48.0,Bob,16,
,Alice,16,RejectOffer
50.0,Alice,17,
,Bob,17,RejectOffer
47.5,Bob,18,
,Alice,18,RejectOffer
49.0,Alice,19,
,Bob,19,RejectOffer
47.0,Bob,20,
,Alice,20,RejectOffer
48.0,Alice,21,
,Bob,21,BuyFromJhon
