message,product_price,player,round,decision,new_price
"Hello Bob, I have a great product that I think you'll love. Would you like to make an offer on it?",95.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for offering, Alice! That's a bit steep for me though. Would you consider $70?",70.0,Bob,2,,
,,Alice,2,RejectOffer,92.5
"I can do $92.50, but I was thinking more along the lines of $92.50 to $95. Let me see if I can meet you in the middle.",92.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice. How about we split the difference and do $81?",81.0,Bob,4,,
,,Alice,4,RejectOffer,90.0
"I can do $90, but I was thinking we could meet a bit higher than that. Let me see if I can push the price up a bit more.",90.0,Alice,5,,
,,Bob,5,RejectOffer,
"This is a fair offer, Alice.  Could you do $85?",85.0,Bob,6,,
,,Alice,6,RejectOffer,92.0
"I'm glad you like the product, Bob! I can do $92, but I'm not sure I can go any higher than that. Let me see if we can meet in the middle again.",92.0,Alice,7,,
,,Bob,7,BuyFromJhon,
