message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $9,500.",9500.0,Alice,1,,
,,Bob,1,RejectOffer,
"Alice, I appreciate the offer, but $9,500 is a bit steep for me. I'm willing to pay $8,200 for the product.  Let me know what you think.",8200.0,Bob,2,,
,,Alice,2,RejectOffer,9200.0
"Thanks for your counteroffer, Bob. I appreciate your willingness to negotiate. I'm willing to meet you halfway, but I need to make a profit. I'm now offering the product to you for $9,000.",9000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice,  I'm still interested in the product, but $9,000 is still higher than I'm comfortable paying. How about $8,500? That's a fair price for both of us.",8500.0,Bob,4,,
,,Alice,4,RejectOffer,9150.0
"I'm glad you're still interested in the product, Bob. I'm willing to compromise, but I need to make a profit. I'm now offering the product to you for $9,150. This is my final offer, so if you're interested, let me know now.",9150.0,Alice,5,,
,,Bob,5,BuyFromJhon,
