message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you our premium product for an exclusive price of $120. This is a limited-time offer, so don't hesitate to accept it!",120.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thank you for the offer. I appreciate the exclusivity, but I'm looking to keep my expenses low. Would it be possible to negotiate the price down to $100?",100.0,Bob,2,
,,Alice,2,RejectOffer
"I understand your budget constraints, Bob. Let's try to find a middle ground. How about we offer the product for $110?",110.0,Alice,3,
,,Bob,3,RejectOffer
"Hello Alice, I appreciate your willingness to negotiate. Considering my budget, could we possibly agree on $105 for the product?",105.0,Bob,4,
,,Alice,4,RejectOffer
"Thank you for your response, Bob. We're glad to accommodate your budget. How about we finalize the deal at $107 for the product?",107.0,Alice,5,
,,Bob,5,RejectOffer
"Hello Alice, I'm grateful for your efforts to meet my budget needs. Could we please finalize the deal at $105 for the product?",105.0,Bob,6,
,,Alice,6,AcceptOffer
