alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's be fair, Bob. I take a bit more upfront since the money loses value faster for me.",Alice,1,
,,,Bob,1,reject
55.0,45.0,"Your cut loses value faster Alice, how about we meet a bit closer to the middle?",Bob,2,
,,,Alice,2,reject
60.0,40.0,"I understand the inflation affects me more, but I need at least this much to make it worthwhile, Bob.",Alice,3,
,,,Bob,3,reject
53.0,47.0,"The clock is ticking, Alice. This is a pretty good deal considering the inflation.",Bob,4,
,,,Alice,4,reject
58.0,42.0,"This is my final offer, Bob.  We both lose if we don't agree soon.",Alice,5,
,,,Bob,5,reject
50.0,50.0,"Okay Alice, let's stop wasting time. 50/50 is the fairest and ensures we both get something.",Bob,6,
,,,Alice,6,accept
